"cue","target","normed","proportion"
"bird","song","YES",0.015
"bird","bath","YES",0.01
"bird","dove","YES",0.01
"bird","house","YES",0.01
"bird","macaw","NO",0.01
"bird","seagull","YES",0.01
"birds","fly","YES",0.32
"birds","bees","NO",0.085
"birds","feather","YES",0.072
"birds","cats","NO",0.033
"birds","robin","YES",0.033
"birds","nest","YES",0.026
"birds","parrots","NO",0.026
"birds","sing","YES",0.026
"birds","blue jay","NO",0.02
"birds","cardinal","YES",0.02
"birds","dove","YES",0.02
"birds","prey","YES",0.02
"birds","song","YES",0.02
"birds","wings","YES",0.02
"birds","beak","NO",0.013
"birds","bluebirds","NO",0.013
"birds","chirp","YES",0.013
"birds","eggs","YES",0.013
"birds","penguin","YES",0.013
"birds","sky","YES",0.013
"birds","trees","YES",0.013
"birth","death","YES",0.341
"birth","baby","YES",0.159
"birth","day","YES",0.106
"birth","life","YES",0.076
"birth","barn","YES",0.03
"birth","pain","YES",0.03
"birth","control","YES",0.023
"birth","date","YES",0.023
"birth","new","YES",0.023
"birth","beginning","YES",0.015
"birth","child","YES",0.015
"birth","defect","NO",0.015
"birth","hospital","YES",0.015
"birthday","party","YES",0.224
"birthday","cake","YES",0.192
"birthday","age","YES",0.086
"birthday","soon","YES",0.073
"birthday","candle","YES",0.066
"birthday","happy","YES",0.06
"birthday","old","YES",0.038
"birthday","celebrate","YES",0.02
"birthday","celebration","YES",0.02
"birthday","fun","YES",0.02
"birthday","gift","YES",0.02
"birthday","boy","YES",0.013
"birthday","kathy","NO",0.013
"birthday","march","YES",0.013
"birthday","suit","YES",0.013
"biscuit","bread","YES",0.194
"biscuit","roll","YES",0.133
"biscuit","bun","YES",0.09
"biscuit","butter","YES",0.073
"biscuit","muffin","YES",0.062
"biscuit","cookie","YES",0.051
"biscuit","dog","YES",0.04
"biscuit","gravy","YES",0.04
"biscuit","dough","YES",0.034
"biscuit","breakfast","YES",0.023
"biscuit","cracker","YES",0.023
"biscuit","eat","YES",0.023
"biscuit","flour","YES",0.023
"biscuit","food","YES",0.017
"biscuit","honey","YES",0.017
"biscuit","sausage","YES",0.017
"biscuit","chicken","YES",0.011
"biscuit","doughnut","YES",0.011
"biscuit","ham","YES",0.011
"biscuit","jam","YES",0.011
"biscuit","jelly","YES",0.011
"biscuit","oven","YES",0.011
"bishop","church","YES",0.255
"bishop","pope","YES",0.144
"bishop","priest","YES",0.118
"bishop","catholic","YES",0.059
"bishop","chess","YES",0.059
"bishop","religion","YES",0.046
"bishop","cardinal","YES",0.039
"bishop","archbishop","NO",0.013
"bishop","hat","YES",0.013
"bishop","holy","YES",0.013
"bishop","king","YES",0.013
"bishop","knight","YES",0.013
"bishop","preacher","YES",0.013
"bishop","rook","NO",0.013
"bishop","saint","YES",0.013
"bishop","shop","YES",0.013
"bison","buffalo","YES",0.387
"bison","animal","YES",0.087
"bison","bull","YES",0.073
"bison","ox","YES",0.04
"bison","big","YES",0.02
"bison","cow","YES",0.013
"bison","indian","YES",0.013
"bison","meat","YES",0.013
"bison","moose","YES",0.013
"bison","snake","YES",0.013
"bit","bite","YES",0.145
"bit","piece","YES",0.099
"bit","computer","YES",0.086
"bit","dog","YES",0.079
"bit","horse","YES",0.079
"bit","drill","YES",0.072
"bit","little","YES",0.046
"bit","small","YES",0.033
"bit","teeth","YES",0.02
"bit","chew","YES",0.013
"bit","mosquito","YES",0.013
"bit","part","YES",0.013
"bit","smell","YES",0.013
"bit","tiny","YES",0.013
"bite","dog","YES",0.217
"bite","chew","YES",0.098
"bite","teeth","YES",0.098
"bite","hurt","YES",0.082
"bite","eat","YES",0.027
"bite","food","YES",0.022
"bite","hard","YES",0.022
"bite","sting","YES",0.022
"bite","apple","YES",0.016
"bite","lick","YES",0.016
"bite","mosquito","YES",0.016
"bite","pain","YES",0.016
"bite","bits","NO",0.011
"bite","blood","YES",0.011
"bite","bug","YES",0.011
"bite","chunk","YES",0.011
"bite","fight","YES",0.011
"bite","mark","YES",0.011
"bite","size","YES",0.011
"bitter","sweet","YES",0.435
"bitter","sour","YES",0.254
"bitter","cold","YES",0.101
"bitter","taste","YES",0.065
"bitter","lemon","YES",0.022
"bitter","acid","YES",0.014
"bitter","mean","YES",0.014
"bitter","salt","YES",0.014
"bitter","tart","YES",0.014
"bizarre","strange","YES",0.273
"bizarre","weird","YES",0.26
"bizarre","odd","YES",0.067
"bizarre","crazy","YES",0.06
"bizarre","wild","YES",0.027
"bizarre","me","YES",0.02
"bizarre","unusual","YES",0.02
"bizarre","market","YES",0.013
"bizarre","world","YES",0.013
"black","white","YES",0.557
"black","dark","YES",0.1
"black","color","YES",0.05
"black","sheep","YES",0.05
"black","cat","YES",0.043
"black","night","YES",0.021
"black","beautiful","YES",0.014
"black","death","YES",0.014
"black","evil","YES",0.014
"black","man","YES",0.014
"blackberry","fruit","YES",0.211
"blackberry","pie","YES",0.15
"blackberry","blueberry","YES",0.129
"blackberry","raspberry","YES",0.075
"blackberry","bush","YES",0.054
"blackberry","jam","YES",0.054
"blackberry","juice","YES",0.048
"blackberry","food","YES",0.034
"blackberry","wine cooler","NO",0.027
"blackberry","brandy","YES",0.02
"blackberry","soda","YES",0.02
"blackberry","strawberry","YES",0.02
"blackberry","black","YES",0.014
"blackberry","cherry","YES",0.014
"blackberry","good","YES",0.014
"blackberry","yuck","YES",0.014
"blackboard","chalk","YES",0.676
"blackboard","school","YES",0.074
"blackboard","teacher","YES",0.068
"blackboard","chalkboard","YES",0.041
"blackboard","eraser","YES",0.027
"blackboard","write","YES",0.02
"blackboard","class","YES",0.014
"blackboard","green","YES",0.014
"blackboard","jungle","YES",0.014
"blackmail","money","YES",0.151
"blackmail","bribe","YES",0.116
"blackmail","cheat","YES",0.048
"blackmail","extortion","NO",0.048
"blackmail","wrong","YES",0.034
"blackmail","extort","NO",0.027
"blackmail","illegal","YES",0.027
"blackmail","bad","YES",0.021
"blackmail","blackball","NO",0.021
"blackmail","dirty","YES",0.021
"blackmail","fraud","YES",0.021
"blackmail","trick","YES",0.021
"blackmail","communist","YES",0.014
"blackmail","con artist","NO",0.014
"blackmail","crime","YES",0.014
"blackmail","greed","YES",0.014
"blackmail","mean","YES",0.014
"blackmail","picture","YES",0.014
"blackmail","threat","YES",0.014
"blackmail","use","YES",0.014
"blade","knife","YES",0.346
"blade","razor","YES",0.236
"blade","grass","YES",0.134
"blade","sharp","YES",0.102
"blade","switch","YES",0.039
"blade","cut","YES",0.031
"blade","mower","YES",0.031
"blade","shave","YES",0.024
"blade","blood","YES",0.016
"blame","accuse","YES",0.185
"blame","fault","YES",0.089
"blame","point","YES",0.048
"blame","me","YES",0.034
"blame","guilt","YES",0.027
"blame","scapegoat","YES",0.027
"blame","wrong","YES",0.027
"blame","hate","YES",0.021
"blame","problem","YES",0.021
"blame","you","YES",0.021
"blame","excuse","YES",0.014
"blame","forgive","YES",0.014
"blame","guilty","YES",0.014
"blame","heat","YES",0.014
"blame","hurt","YES",0.014
"blame","insecure","YES",0.014
"blame","no one","NO",0.014
"blame","push","YES",0.014
"blame","rain","YES",0.014
"blame","scold","YES",0.014
"blame","shame","YES",0.014
"blame","someone","NO",0.014
"blank","empty","YES",0.321
"blank","space","YES",0.179
"blank","nothing","YES",0.071
"blank","while","NO",0.045
"blank","fill","YES",0.026
"blank","full","YES",0.026
"blank","mind","YES",0.026
"blank","paper","YES",0.026
"blank","stare","YES",0.026
"blank","check","YES",0.019
"blank","page","YES",0.019
"blank","test","YES",0.019
"blank","void","YES",0.019
"blank","absent","YES",0.013
"blank","clear","YES",0.013
"blank","open","YES",0.013
"blank","question","YES",0.013
"blanket","warm","YES",0.331
"blanket","cover","YES",0.197
"blanket","cold","YES",0.126
"blanket","bed","YES",0.102
"blanket","pillow","YES",0.055
"blanket","sheet","YES",0.047
"blanket","electric","YES",0.024
"blanket","sleep","YES",0.024
"blanket","beach","YES",0.016
"blast","bomb","YES",0.12
"blast","explosion","YES",0.12
"blast","fun","YES",0.1
"blast","boom","YES",0.067
"blast","dynamite","YES",0.06
"blast","loud","YES",0.06
"blast","explode","YES",0.053
"blast","blow","YES",0.04
"blast","off","YES",0.04
"blast","bang","YES",0.027
"blast","fire","YES",0.027
"blast","gun","YES",0.027
"blast","rocket","YES",0.027
"blast","shoot","YES",0.027
"blast","party","YES",0.02
"blast","away","YES",0.013
"blast","cannon","YES",0.013
"blast","push","YES",0.013
"blast","take off","NO",0.013
"blaze","fire","YES",0.808
"blaze","burn","YES",0.038
"blaze","trail","YES",0.019
"blaze","flame","YES",0.013
"blaze","hot","YES",0.013
"blaze","saddle","YES",0.013
"bleach","white","YES",0.432
"bleach","blonde","YES",0.089
"bleach","clothes","YES",0.082
"bleach","clorox","YES",0.068
"bleach","hair","YES",0.048
"bleach","color","YES",0.027
"bleach","jeans","YES",0.027
"bleach","wash","YES",0.027
"bleach","chlorine","YES",0.021
"bleach","clean","YES",0.021
"bleach","dye","NO",0.021
"bleach","cleanser","NO",0.014
"bleach","detergent","YES",0.014
"bleach","laundry","YES",0.014
"bleach","stain","YES",0.014
"blend","mix","YES",0.565
"blend","drink","YES",0.068
"blend","mixer","NO",0.034
"blend","together","YES",0.034
"blend","coffee","YES",0.027
"blend","blender","YES",0.02
"blend","fruit","YES",0.02
"blend","color","YES",0.014
"blend","combine","YES",0.014
"blend","juice","YES",0.014
"blend","mash","YES",0.014
"blend","smear","YES",0.014
"blender","mix","YES",0.183
"blender","mixer","NO",0.111
"blender","daiquiri","NO",0.072
"blender","shake","YES",0.072
"blender","drinks","NO",0.065
"blender","food","YES",0.046
"blender","margaritaville","NO",0.046
"blender","milkshake","NO",0.039
"blender","ice","YES",0.02
"blender","juice","YES",0.02
"blender","liquid","YES",0.02
"blender","toaster","YES",0.02
"blender","chop","YES",0.013
"blender","colada","NO",0.013
"blender","combine","YES",0.013
"blender","grind","YES",0.013
"blender","rum runner","NO",0.013
"bless","god","YES",0.379
"bless","you","YES",0.131
"bless","church","YES",0.078
"bless","religion","YES",0.039
"bless","pray","YES",0.026
"bless","priest","YES",0.026
"bless","holy","YES",0.02
"bless","me","YES",0.02
"bless","prayer","YES",0.02
"bless","bible","YES",0.013
"bless","curse","YES",0.013
"bless","divine","NO",0.013
"bless","happy","YES",0.013
"bless","lord","YES",0.013
"bless","sneeze","YES",0.013
"bless","temple","YES",0.013
"bless","thanks","YES",0.013
"bless","wish","YES",0.013
"blessing","god","YES",0.224
"blessing","prayer","YES",0.098
"blessing","church","YES",0.091
"blessing","good","YES",0.035
"blessing","pray","YES",0.035
"blessing","priest","YES",0.035
"blessing","thanks","YES",0.035
"blessing","wish","YES",0.028
"blessing","curse","YES",0.021
"blessing","forgive","YES",0.021
"blessing","hope","YES",0.021
"blessing","approval","YES",0.014
"blessing","child","YES",0.014
"blessing","disguise","YES",0.014
"blessing","gift","YES",0.014
"blessing","grace","YES",0.014
"blessing","marriage","YES",0.014
"blessing","nun","YES",0.014
"blessing","religion","YES",0.014
"blessing","wedding","YES",0.014
"blind","bat","YES",0.136
"blind","deaf","YES",0.114
"blind","see","YES",0.087
"blind","sight","YES",0.087
"blind","eyes","YES",0.076
"blind","date","YES",0.071
"blind","man","YES",0.06
"blind","glasses","YES",0.038
"blind","dark","YES",0.027
"blind","dog","YES",0.022
"blind","sad","YES",0.016
"blind","vision","YES",0.016
"blind","window","YES",0.016
"blind","black","YES",0.011
"blind","fold","YES",0.011
"blind","handicap","YES",0.011
"blind","person","YES",0.011
"blind","side","YES",0.011
"blind","venetian","NO",0.011
"blinds","window","YES",0.25
"blinds","curtains","YES",0.217
"blinds","shades","NO",0.118
"blinds","verticals","NO",0.066
"blinds","mini","NO",0.053
"blinds","venetian","NO",0.046
"blinds","drapes","YES",0.033
"blinds","light","YES",0.033
"blinds","dark","YES",0.026
"blinds","eye","YES",0.02
"blinds","sun","YES",0.02
"blinds","brightens","NO",0.013
"blinds","glasses","YES",0.013
"blinds","see","YES",0.013
"block","brick","YES",0.1
"block","cement","YES",0.073
"block","building","YES",0.06
"block","wood","YES",0.06
"block","square","YES",0.047
"block","toy","YES",0.047
"block","stop","YES",0.04
"block","street","YES",0.04
"block","head","YES",0.033
"block","house","YES",0.033
"block","neighborhood","YES",0.033
"block","party","YES",0.033
"block","barricade","NO",0.027
"block","letter","YES",0.027
"block","baby","YES",0.02
"block","buster","NO",0.02
"block","child","YES",0.02
"block","corner","YES",0.02
"block","tackle","YES",0.02
"block","cell","YES",0.013
"block","cinder","NO",0.013
"block","city","YES",0.013
"block","defend","YES",0.013
"block","ice","YES",0.013
"block","rock","YES",0.013
"block","traffic","YES",0.013
"block","wall","YES",0.013
"blockade","stop","YES",0.153
"blockade","barricade","NO",0.107
"blockade","barrier","YES",0.093
"blockade","police","YES",0.067
"blockade","road","YES",0.067
"blockade","wall","YES",0.053
"blockade","road block","NO",0.04
"blockade","block","YES",0.033
"blockade","cones","NO",0.033
"blockade","cops","NO",0.027
"blockade","war","YES",0.02
"blockade","army","YES",0.013
"blockade","car","YES",0.013
"blockade","cuba","NO",0.013
"blockade","detour","NO",0.013
"blockade","obstacle","YES",0.013
"blockade","runner","YES",0.013
"blocks","building","YES",0.253
"blocks","build","YES",0.075
"blocks","bricks","NO",0.062
"blocks","legos","NO",0.062
"blocks","streets","NO",0.062
"blocks","toys","YES",0.055
"blocks","children","YES",0.048
"blocks","baby","YES",0.041
"blocks","cement","YES",0.034
"blocks","house","YES",0.027
"blocks","square","YES",0.027
"blocks","stack","YES",0.021
"blocks","wood","YES",0.021
"blocks","kids","YES",0.014
"blocks","neighborhood","YES",0.014
"blocks","play","YES",0.014
"blonde","brunette","YES",0.238
"blonde","hair","YES",0.163
"blonde","blue","YES",0.061
"blonde","girl","YES",0.048
"blonde","dizzy","YES",0.041
"blonde","bimbo","NO",0.034
"blonde","bleach","YES",0.034
"blonde","yellow","YES",0.034
"blonde","beauty","YES",0.02
"blonde","brown","YES",0.02
"blonde","dumb","YES",0.02
"blonde","fun","YES",0.02
"blonde","red","YES",0.02
"blonde","airhead","NO",0.014
"blonde","bomb","YES",0.014
"blood","red","YES",0.337
"blood","life","YES",0.101
"blood","donor","YES",0.067
"blood","plasma","YES",0.051
"blood","vein","YES",0.045
"blood","bank","YES",0.039
"blood","cut","YES",0.028
"blood","pressure","YES",0.028
"blood","guts","NO",0.017
"blood","cell","YES",0.011
"blood","death","YES",0.011
"blood","hemoglobin","NO",0.011
"blood","hound","YES",0.011
"blood","liquid","YES",0.011
"blood","needle","YES",0.011
"blood","skin","YES",0.011
"blood","transfusion","NO",0.011
"blood","vampire","YES",0.011
"blood","vessel","YES",0.011
"blood","wound","YES",0.011
"bloom","flower","YES",0.593
"bloom","blossom","YES",0.153
"bloom","spring","YES",0.047
"bloom","rose","YES",0.033
"bloom","grow","YES",0.027
"bloom","sprout","NO",0.02
"bloom","open","YES",0.013
"blossom","flower","YES",0.441
"blossom","show","YES",0.105
"blossom","bloom","YES",0.072
"blossom","grow","YES",0.066
"blossom","rose","YES",0.046
"blossom","orange","YES",0.039
"blossom","open","YES",0.026
"blossom","spring","YES",0.02
"blossom","cherry","YES",0.013
"blossom","girl","YES",0.013
"blossom","mature","YES",0.013
"blossom","wilt","NO",0.013
"blossom","wither","NO",0.013
"blot","ink","YES",0.441
"blot","spot","YES",0.072
"blot","smear","YES",0.039
"blot","dot","YES",0.026
"blot","dry","YES",0.026
"blot","pen","YES",0.026
"blot","lipstick","YES",0.02
"blot","mark","YES",0.02
"blot","mess","YES",0.02
"blot","smudge","YES",0.02
"blot","spill","YES",0.02
"blot","black","YES",0.013
"blot","blood","YES",0.013
"blot","stain","YES",0.013
"blouse","shirt","YES",0.647
"blouse","skirt","YES",0.071
"blouse","button","YES",0.038
"blouse","pants","YES",0.038
"blouse","top","YES",0.032
"blouse","girl","YES",0.019
"blouse","pretty","YES",0.019
"blouse","bra","YES",0.013
"blouse","sweater","YES",0.013
"blouse","wear","YES",0.013
"blouse","white","YES",0.013
"blow","wind","YES",0.158
"blow","air","YES",0.055
"blow","up","YES",0.055
"blow","candle","YES",0.048
"blow","dryer","YES",0.048
"blow","away","YES",0.034
"blow","out","YES",0.034
"blow","whistle","YES",0.034
"blow","horn","YES",0.027
"blow","job","YES",0.027
"blow","suck","YES",0.027
"blow","torch","YES",0.027
"blow","balloon","YES",0.021
"blow","breath","YES",0.021
"blow","hair","YES",0.021
"blow","hit","YES",0.021
"blow","pop","YES",0.021
"blow","strike","YES",0.021
"blow","bubble","YES",0.014
"blow","dry","YES",0.014
"blow","explode","YES",0.014
"blow","hard","YES",0.014
"blow","nose","YES",0.014
"blubber","fat","YES",0.588
"blubber","whale","YES",0.277
"blubber","cry","YES",0.02
"blubber","butt","YES",0.014
"blue","sky","YES",0.284
"blue","green","YES",0.135
"blue","red","YES",0.106
"blue","eye","YES",0.092
"blue","color","YES",0.043
"blue","water","YES",0.035
"blue","black","YES",0.028
"blue","sad","YES",0.028
"blue","azure","NO",0.014
"blue","ink","YES",0.014
"blue","light","YES",0.014
"blue","moon","YES",0.014
"blue","velvet","YES",0.014
"blue","white","YES",0.014
"blueberry","muffin","YES",0.331
"blueberry","pie","YES",0.228
"blueberry","strawberry","YES",0.145
"blueberry","hill","YES",0.076
